Time,Temperature (°C),Pressure (kPa),Bottom Oil Temperature (°C),Top Oil Temperature (°C),BDV (kV),Health Index (%),Health Classification
4/22/2024,59,122,52,57,57,80,Need Maintenance
4/22/2024,49,129,41,48,75,91,Good
4/22/2024,48,115,41,49,62,90,Good
4/22/2024,52,126,42,52,76,92,Good
4/22/2024,63,117,52,58,60,85,Need Maintenance
4/22/2024,49,113,43,49,71,94,Need Maintenance
4/22/2024,59,119,48,56,73,75,Need Maintenance
4/22/2024,47,121,52,54,72,90,Good
4/22/2024,49,121,46,51,71,92,Good
4/22/2024,52,123,44,50,69,88,Good
4/22/2024,59,117,44,52,72,91,Need Maintenance
4/22/2024,48,128,42,47,75,95,Good
4/22/2024,49,120,43,50,76,85,Good
4/22/2024,47,121,43,58,68,84,Good
4/22/2024,48,122,43,50,75,92,Good
4/22/2024,51,128,43,48,79,95,Good
4/22/2024,51,120,43,52,71,90,Good
4/22/2024,65,108,47,58,61,64,Bad
4/22/2024,49,125,41,50,74,91,Good
4/22/2024,50,126,41,52,75,95,Need_Maintenance
4/22/2024,60,121,50,58,67,73,Need_Maintenance
4/22/2024,58,121,50,57,62,81,Need Maintenance
4/22/2024,49,128,42,50,75,90,Good
4/22/2024,64,117,51,58,61,85,Need Maintenance
4/22/2024,59,116,42,53,75,73,Good
4/22/2024,63,127,43,51,74,79,Good
4/22/2024,56,123,53,58,69,89,Need_Maintenance
4/22/2024,48,129,42,47,77,95,Good
4/22/2024,63,120,50,56,66,90,Good
4/22/2024,66,112,52,58,64,76,Bad
4/22/2024,48,115,41,50,79,84,Good
4/22/2024,48,129,41,46,76,95,Good
4/22/2024,66,114,53,58,58,72,Bad
4/22/2024,70,110,52,58,60,76,Bad
4/22/2024,59,118,48,58,60,63,Bad
4/22/2024,56,122,42,51,68,73,Good
4/22/2024,47,124,45,50,74,82,Need Maintenance
4/22/2024,50,128,40,49,77,93,Good
4/22/2024,56,118,45,57,61,71,Good
4/22/2024,49,118,43,58,72,79,Need Maintenance
4/22/2024,57,129,44,47,77,79,Need Maintenance
4/22/2024,47,126,44,49,77,91,Good
4/22/2024,47,120,43,48,77,93,Good
4/22/2024,56,117,52,56,61,76,Need Maintenance
4/22/2024,62,120,42,52,78,90,Good
4/22/2024,65,117,50,58,65,77,Bad
4/22/2024,48,128,43,51,72,95,Good
4/22/2024,58,118,50,57,63,72,Need_Maintenance
4/22/2024,62,119,42,49,79,74,Good
4/22/2024,47,128,41,49,79,95,Good
4/22/2024,47,129,43,47,74,93,Good
4/22/2024,47,116,42,49,62,70,Need Maintenance
4/22/2024,59,115,53,57,58,73,Good
4/22/2024,58,115,47,54,63,81,Need Maintenance
4/22/2024,61,124,50,49,73,78,Need Maintenance
4/22/2024,60,116,47,58,61,74,Need Maintenance
4/22/2024,51,124,44,48,72,95,Good
4/22/2024,63,117,53,58,63,64,Need Maintenance
4/22/2024,61,120,51,54,67,76,Good
4/22/2024,69,115,51,58,58,58,Bad
4/22/2024,47,125,44,50,76,93,Good
4/22/2024,63,117,51,58,64,77,Need_Maintenance
4/22/2024,49,119,43,51,75,72,Good
4/22/2024,49,116,46,51,72,95,Good
4/22/2024,64,119,50,58,64,81,Good
4/22/2024,47,129,42,49,79,90,Good
4/22/2024,63,122,53,52,76,82,Need Maintenance
4/22/2024,62,118,53,58,59,85,Need Maintenance
4/22/2024,60,127,44,52,63,73,Bad
4/22/2024,59,120,42,49,77,95,Good
4/22/2024,66,117,50,58,67,66,Bad
4/22/2024,49,128,42,48,76,92,Good
4/22/2024,49,128,44,49,78,89,Good
4/22/2024,47,128,42,50,78,91,Good
4/22/2024,65,116,52,56,61,76,Bad
4/22/2024,62,117,51,56,73,77,Need Maintenance
4/22/2024,50,126,46,47,77,92,Good
4/22/2024,47,119,46,50,73,95,Good
4/22/2024,53,120,53,57,68,86,Need Maintenance
4/22/2024,63,121,53,58,65,63,Need_Maintenance
4/22/2024,49,129,42,51,79,90,Good
4/22/2024,68,114,53,58,61,65,Bad
4/22/2024,48,124,42,48,75,92,Good
4/22/2024,47,129,40,48,79,95,Good
4/22/2024,48,120,44,51,65,88,Good
4/22/2024,61,111,53,58,59,81,Need Maintenance
4/22/2024,63,120,51,58,61,74,Bad
4/22/2024,60,117,49,57,67,61,Need Maintenance
4/22/2024,68,108,53,56,58,65,Bad
4/22/2024,49,126,43,50,78,91,Good
4/22/2024,60,117,51,58,60,76,Bad
4/22/2024,47,114,41,49,72,95,Good
4/22/2024,49,120,44,48,70,75,Good
4/22/2024,47,126,41,51,74,95,Good
4/22/2024,48,127,41,50,75,94,Good
4/22/2024,70,115,53,58,58,63,Bad
4/22/2024,67,112,53,58,59,61,Bad
4/22/2024,50,119,43,50,75,72,Good
4/22/2024,62,114,52,58,57,74,Need Maintenance
4/22/2024,59,117,51,58,78,89,Need Maintenance
4/22/2024,64,120,52,58,68,74,Good
4/22/2024,58,115,44,49,61,74,Need_Maintenance
4/22/2024,47,129,40,47,79,95,Good
4/22/2024,48,127,44,47,74,95,Good
4/22/2024,49,127,43,50,76,82,Good
4/22/2024,69,108,53,58,61,63,Bad
4/22/2024,50,125,46,50,72,91,Good
4/22/2024,48,128,53,50,75,92,Good
4/22/2024,48,117,43,54,66,78,Bad
4/22/2024,63,127,44,49,76,78,Good
4/22/2024,50,129,43,50,77,93,Need Maintenance
4/22/2024,60,109,51,58,66,62,Bad
4/22/2024,47,127,45,51,79,90,Good
4/22/2024,54,116,51,50,59,95,Need_Maintenance
4/22/2024,52,127,42,53,77,95,Good
4/22/2024,69,109,51,56,62,62,Bad
4/22/2024,50,126,45,48,74,91,Good
4/22/2024,64,109,53,58,65,71,Bad
4/22/2024,48,129,44,48,77,92,Good
4/22/2024,49,124,42,51,79,95,Good
4/22/2024,48,127,45,51,78,78,Good
4/22/2024,66,115,50,56,57,67,Bad
4/22/2024,61,114,44,49,75,84,Good
4/22/2024,61,115,51,58,66,87,Need Maintenance
4/22/2024,60,117,50,58,64,86,Bad
4/22/2024,61,109,47,57,73,75,Need Maintenance
4/22/2024,64,117,42,52,76,69,Need Maintenance
4/22/2024,51,115,44,51,72,64,Bad
4/22/2024,57,117,44,52,76,90,Good
4/22/2024,49,129,42,47,76,89,Good
4/22/2024,48,125,43,47,74,93,Good
4/22/2024,58,113,51,52,65,83,Good
4/22/2024,47,129,42,48,76,95,Good
4/22/2024,48,129,43,50,76,92,Good
4/22/2024,52,116,53,55,63,75,Need_Maintenance
4/22/2024,47,128,40,50,79,95,Good
4/22/2024,58,115,43,58,66,76,Bad
4/22/2024,50,117,43,48,66,78,Good
4/22/2024,47,129,44,50,79,93,Good
4/22/2024,50,119,45,51,79,80,Good
4/22/2024,63,120,44,49,61,84,Bad
4/22/2024,47,118,45,52,74,93,Good
4/22/2024,61,122,51,57,62,76,Need Maintenance
4/22/2024,52,120,42,51,74,92,Good
4/22/2024,50,127,44,49,79,94,Good
4/22/2024,49,118,41,50,70,77,Bad
4/22/2024,63,113,51,58,59,70,Need Maintenance
4/22/2024,48,116,43,57,71,73,Bad
4/22/2024,48,128,43,47,79,89,Good
4/22/2024,58,123,51,50,79,63,Need_Maintenance
4/22/2024,50,127,40,50,79,94,Good
4/22/2024,63,109,52,58,64,66,Bad
4/22/2024,47,127,40,49,75,95,Good
4/22/2024,54,120,52,58,64,72,Need_Maintenance
4/22/2024,48,117,52,50,73,81,Good
4/22/2024,49,129,41,51,74,89,Good
4/22/2024,68,117,51,58,59,70,Bad
4/22/2024,59,114,53,58,63,69,Need_Maintenance
4/22/2024,47,128,41,50,77,94,Good
4/22/2024,53,121,51,50,72,69,Good
4/22/2024,48,117,40,49,74,82,Need Maintenance
4/22/2024,48,117,50,52,73,92,Need Maintenance
4/22/2024,64,118,46,52,59,75,Need Maintenance
4/22/2024,48,125,43,51,74,93,Good
4/22/2024,64,125,51,58,58,75,Need_Maintenance
4/22/2024,52,116,49,58,61,69,Need Maintenance
4/22/2024,47,120,42,49,78,95,Good
4/22/2024,55,125,45,57,62,81,Need Maintenance
4/22/2024,58,116,52,49,74,77,Bad
4/22/2024,51,117,43,50,73,92,Good
4/22/2024,47,126,42,50,77,85,Need_Maintenance
4/22/2024,55,120,45,49,57,93,Need Maintenance
4/22/2024,50,127,44,50,73,88,Good
4/22/2024,63,121,43,58,64,71,Need_Maintenance
4/22/2024,61,112,53,58,60,74,Bad
4/22/2024,56,116,51,58,63,66,Need_Maintenance
4/22/2024,63,122,42,48,77,74,Good
4/22/2024,51,129,45,49,73,71,Good
4/22/2024,68,109,53,58,58,73,Bad
4/22/2024,50,125,40,48,79,95,Good
4/22/2024,53,119,43,52,77,78,Good
4/22/2024,47,122,42,49,78,88,Good
4/22/2024,56,113,52,58,60,75,Need Maintenance
4/22/2024,48,127,41,50,79,93,Good
4/22/2024,55,118,45,47,77,87,Need Maintenance
4/22/2024,47,127,40,50,76,94,Good
4/22/2024,47,127,45,50,79,94,Good
4/22/2024,70,109,51,58,57,60,Bad
4/22/2024,50,127,42,47,77,93,Good
4/22/2024,49,117,46,53,75,93,Need Maintenance
4/22/2024,50,129,42,51,75,92,Good
4/22/2024,47,127,40,45,79,92,Good
4/22/2024,62,123,51,58,63,68,Need Maintenance
4/22/2024,61,113,44,58,66,74,Need_Maintenance
4/22/2024,67,112,51,58,63,63,Bad
4/22/2024,68,115,43,49,73,80,Need Maintenance
4/22/2024,48,124,40,49,77,87,Good
4/22/2024,47,129,44,47,73,95,Good
4/22/2024,49,129,44,49,74,74,Need_Maintenance
4/22/2024,50,129,44,49,74,77,Good
4/22/2024,59,119,45,51,75,88,Good
4/22/2024,66,108,53,58,59,81,Bad
4/22/2024,65,114,48,58,59,73,Need_Maintenance
4/22/2024,60,127,50,58,77,82,Bad
4/22/2024,58,117,42,57,66,70,Good
4/22/2024,47,127,43,48,78,95,Good
4/22/2024,49,120,45,51,76,82,Bad
4/22/2024,47,129,40,47,72,95,Good
4/22/2024,48,129,42,47,74,95,Good
4/22/2024,48,129,44,52,76,95,Need Maintenance
4/22/2024,63,119,45,57,71,75,Bad
4/22/2024,61,123,50,58,61,67,Need_Maintenance
4/22/2024,47,118,44,49,63,93,Good
4/22/2024,58,120,45,50,69,86,Good
4/22/2024,64,110,48,53,60,61,Bad
4/22/2024,47,117,46,49,78,79,Good
4/22/2024,51,119,44,57,65,71,Need_Maintenance
4/22/2024,60,116,52,58,62,83,Bad
4/22/2024,47,117,42,52,79,83,Good
4/22/2024,57,115,51,58,67,89,Need_Maintenance
4/22/2024,65,116,52,58,61,73,Bad
4/22/2024,47,127,42,48,74,89,Good
4/22/2024,70,108,53,58,57,55,Bad
4/22/2024,58,115,43,51,74,80,Good
4/22/2024,55,116,48,57,62,76,Need_Maintenance
4/22/2024,47,127,47,50,77,95,Need Maintenance
4/22/2024,48,127,42,48,77,95,Good
4/22/2024,63,114,51,58,66,75,Need Maintenance
4/22/2024,49,124,41,51,76,91,Good
4/22/2024,49,128,41,45,79,94,Good
4/22/2024,47,125,41,51,79,79,Good
4/22/2024,61,114,51,57,60,90,Need Maintenance
4/22/2024,69,113,51,55,60,69,Bad
4/22/2024,58,117,49,58,66,82,Need Maintenance
4/22/2024,58,117,51,57,63,86,Need Maintenance
4/22/2024,59,111,49,58,61,76,Need_Maintenance
4/22/2024,47,129,42,49,78,93,Good
4/22/2024,48,114,44,49,58,84,Need_Maintenance
4/22/2024,63,122,50,58,58,65,Need_Maintenance
4/22/2024,68,120,52,58,62,67,Bad
4/22/2024,50,119,44,51,73,94,Good
4/22/2024,70,108,53,58,58,56,Bad
4/22/2024,51,117,43,49,74,95,Good
4/22/2024,66,113,53,58,56,68,Bad
4/22/2024,50,129,43,48,79,92,Good
4/22/2024,47,124,41,47,75,94,Good
4/22/2024,55,125,52,58,65,83,Need_Maintenance
4/22/2024,59,116,52,58,68,77,Bad
4/22/2024,65,113,52,58,59,67,Bad
4/22/2024,61,115,52,56,66,66,Bad
4/22/2024,53,124,43,51,77,70,Good
4/22/2024,50,113,48,50,76,68,Bad
4/22/2024,61,119,52,58,61,76,Need Maintenance
4/22/2024,48,126,43,52,78,93,Good
4/22/2024,48,128,43,50,74,95,Good
4/22/2024,47,127,43,49,72,93,Need Maintenance
4/22/2024,59,118,52,57,61,76,Bad
4/22/2024,70,115,50,58,62,56,Bad
4/22/2024,64,118,45,51,67,92,Bad
4/22/2024,62,111,53,58,58,66,Bad
4/22/2024,61,120,42,48,70,83,Need Maintenance
4/22/2024,66,118,48,58,66,77,Need Maintenance
4/22/2024,61,117,43,49,76,94,Need Maintenance
4/22/2024,70,111,51,58,60,55,Bad
4/22/2024,66,117,53,58,67,78,Bad
4/22/2024,63,112,53,58,59,66,Bad
4/22/2024,66,112,51,58,61,59,Bad
4/22/2024,64,120,43,51,75,77,Good
4/22/2024,64,123,50,56,63,78,Need Maintenance
4/22/2024,47,122,45,51,75,95,Good
4/22/2024,47,129,40,46,79,95,Good
4/22/2024,47,129,44,47,79,95,Good
4/22/2024,50,129,41,50,77,95,Good
4/22/2024,70,110,52,58,59,59,Bad
4/22/2024,58,123,45,58,60,79,Need Maintenance
4/22/2024,57,122,53,58,64,82,Need_Maintenance
4/22/2024,51,117,44,54,75,83,Good
4/22/2024,64,118,46,58,65,90,Need Maintenance
4/22/2024,51,124,44,49,75,93,Good
4/22/2024,62,116,52,58,65,71,Bad
4/22/2024,48,129,41,47,76,95,Good
4/22/2024,47,126,42,48,79,90,Good
4/22/2024,69,112,50,57,60,68,Bad
4/22/2024,63,125,41,56,79,79,Bad
4/22/2024,49,119,43,52,73,93,Good
4/22/2024,48,124,43,49,77,95,Good
4/22/2024,62,117,43,57,75,66,Bad
4/22/2024,64,119,52,58,62,74,Good
4/22/2024,47,127,42,50,78,92,Good
4/22/2024,47,129,43,51,76,91,Good
4/22/2024,57,121,40,50,63,87,Good
4/22/2024,68,108,51,58,68,61,Bad
4/22/2024,63,124,48,57,64,76,Need_Maintenance
4/22/2024,65,114,51,57,67,78,Need Maintenance
4/22/2024,54,120,51,56,64,89,Need Maintenance
4/22/2024,47,128,41,47,79,90,Good
4/22/2024,47,126,40,51,79,95,Good
4/22/2024,63,114,53,54,63,64,Need Maintenance
4/22/2024,70,110,51,58,58,55,Bad
4/22/2024,61,117,50,58,63,81,Bad
4/22/2024,67,111,53,58,61,55,Bad
4/22/2024,48,120,45,51,65,75,Good
4/22/2024,47,129,41,49,79,95,Good
4/22/2024,47,129,43,49,79,95,Good
4/22/2024,63,120,49,57,65,78,Need_Maintenance
4/22/2024,58,119,53,56,66,80,Need_Maintenance
4/22/2024,47,122,44,49,79,95,Good
4/22/2024,47,119,42,48,76,93,Good
4/22/2024,66,121,50,58,60,78,Bad
4/22/2024,47,129,43,50,79,83,Good
4/22/2024,64,119,45,50,62,95,Good
4/22/2024,50,115,43,51,69,95,Good
4/22/2024,47,125,43,50,78,94,Need Maintenance
4/22/2024,65,109,53,58,59,67,Bad
4/22/2024,65,116,53,57,61,73,Need Maintenance
4/22/2024,58,120,48,58,63,67,Need Maintenance
4/22/2024,59,116,51,57,63,63,Need_Maintenance
4/22/2024,58,122,43,50,57,77,Bad
4/22/2024,55,117,41,50,70,95,Need Maintenance
4/22/2024,59,118,53,55,58,84,Need Maintenance
4/22/2024,65,117,53,58,57,63,Bad
4/22/2024,66,108,52,58,55,55,Bad
4/22/2024,50,120,44,57,68,95,Good
4/22/2024,66,116,51,58,57,84,Bad
4/22/2024,49,123,51,58,62,75,Good
4/22/2024,47,120,43,50,75,95,Good
4/22/2024,62,117,52,56,60,62,Need_Maintenance
4/22/2024,48,124,42,51,76,92,Good
4/22/2024,63,116,51,58,63,77,Bad
4/22/2024,59,120,45,58,73,80,Need Maintenance
4/22/2024,49,126,43,48,77,92,Good
4/22/2024,47,119,52,52,73,93,Need Maintenance
4/22/2024,49,129,42,49,78,95,Good
4/22/2024,66,115,46,58,60,67,Bad
4/22/2024,62,116,50,58,56,77,Bad
4/22/2024,47,112,44,50,79,95,Need_Maintenance
4/22/2024,47,127,41,46,72,94,Good
4/22/2024,47,119,41,49,79,93,Good
4/22/2024,61,117,45,56,74,84,Need_Maintenance
4/22/2024,50,126,44,50,76,89,Good
4/22/2024,49,126,42,48,71,86,Good
4/22/2024,65,108,53,58,59,69,Bad
4/22/2024,69,108,53,58,55,65,Bad
4/22/2024,47,127,42,48,74,94,Good
4/22/2024,47,129,41,47,76,95,Good
4/22/2024,49,125,43,49,72,93,Good
4/22/2024,61,119,43,55,78,89,Bad
4/22/2024,63,118,44,55,63,85,Bad
4/22/2024,66,114,53,57,67,73,Bad
4/22/2024,70,111,53,58,55,61,Bad
4/22/2024,56,116,53,56,62,72,Good
4/22/2024,48,126,43,50,75,93,Good
4/22/2024,50,129,40,49,79,93,Good
4/22/2024,63,117,45,58,59,72,Bad
4/22/2024,64,114,52,55,65,75,Bad
4/22/2024,47,129,43,50,79,95,Good
4/22/2024,62,114,44,49,61,77,Need_Maintenance
4/22/2024,49,121,43,49,78,89,Good
4/22/2024,47,126,45,48,79,88,Good
4/22/2024,65,120,50,58,63,55,Need_Maintenance
4/22/2024,68,112,51,58,63,76,Need Maintenance
4/22/2024,56,122,52,58,64,71,Bad
4/22/2024,49,127,45,49,74,92,Good
4/22/2024,49,126,41,51,79,95,Good
4/22/2024,59,113,52,55,63,74,Bad
4/22/2024,65,118,50,56,63,68,Need Maintenance
4/22/2024,49,119,43,48,76,82,Good
4/22/2024,62,121,50,56,64,81,Good
4/22/2024,50,114,45,58,65,81,Good
4/22/2024,49,126,43,50,74,95,Good
4/22/2024,61,114,48,58,64,70,Bad
4/22/2024,55,116,52,56,70,75,Need_Maintenance
4/22/2024,65,121,51,57,62,84,Need Maintenance
4/22/2024,62,112,50,58,57,72,Bad
4/22/2024,56,123,49,51,79,87,Good
4/22/2024,55,116,50,57,65,81,Need Maintenance
4/22/2024,47,128,42,50,76,95,Good
4/22/2024,47,120,45,53,78,75,Need Maintenance
4/22/2024,50,129,43,49,76,95,Good
4/22/2024,63,120,53,56,65,69,Need Maintenance
4/22/2024,60,114,45,51,75,71,Good
4/22/2024,57,119,52,57,65,77,Need Maintenance
4/22/2024,47,125,42,49,76,92,Good
4/22/2024,66,115,53,58,61,73,Need_Maintenance
4/22/2024,58,120,50,55,61,84,Bad
4/22/2024,50,126,46,49,75,94,Good
4/22/2024,60,121,50,58,62,83,Need Maintenance
4/22/2024,53,128,43,48,73,95,Good
4/22/2024,65,116,53,57,72,75,Need Maintenance
4/22/2024,47,127,42,49,79,91,Good
4/22/2024,50,129,42,48,79,95,Good
4/22/2024,47,125,40,52,79,95,Good
4/22/2024,50,123,42,49,66,90,Good
4/22/2024,48,129,44,49,76,88,Good
4/22/2024,63,117,52,57,62,75,Bad
4/22/2024,61,117,51,50,59,89,Need Maintenance
4/22/2024,47,129,42,49,79,93,Good
4/22/2024,47,128,42,46,79,95,Good
4/22/2024,48,128,43,47,76,89,Good
4/22/2024,61,123,49,57,64,80,Need_Maintenance
4/22/2024,60,112,47,52,72,61,Bad
4/22/2024,47,126,43,48,78,95,Good
4/22/2024,62,118,51,58,65,76,Good
4/22/2024,64,116,53,57,63,66,Need_Maintenance
4/22/2024,69,110,53,58,55,63,Bad
4/22/2024,49,125,45,50,77,95,Good
4/22/2024,64,116,50,58,60,68,Bad
4/22/2024,48,128,42,48,74,87,Good
4/22/2024,50,125,43,49,78,82,Good
4/22/2024,48,126,43,49,75,95,Good
4/22/2024,47,117,52,52,74,70,Bad
4/22/2024,47,129,45,51,76,91,Good
4/22/2024,62,115,49,51,64,74,Bad
4/22/2024,48,124,41,52,73,94,Good
4/22/2024,49,129,42,50,78,74,Good
4/22/2024,68,115,53,58,57,59,Bad
4/22/2024,62,112,50,58,57,68,Bad
4/22/2024,47,127,41,50,72,79,Good
4/22/2024,62,116,51,57,62,74,Need Maintenance
4/22/2024,68,113,49,58,64,71,Bad
4/22/2024,48,124,42,47,78,92,Good
4/22/2024,47,129,42,50,79,93,Good
4/22/2024,61,121,53,58,59,80,Need Maintenance
4/22/2024,61,117,45,58,57,66,Bad
4/22/2024,47,127,41,49,74,91,Good
4/22/2024,48,126,47,50,76,87,Good
4/22/2024,64,114,45,53,62,73,Bad
4/22/2024,65,120,51,58,63,81,Bad
4/22/2024,50,118,42,53,77,93,Good
4/22/2024,48,129,43,46,75,93,Good
4/22/2024,48,127,44,53,74,90,Good
4/22/2024,69,113,50,58,58,83,Bad
4/22/2024,48,121,43,51,71,77,Good
4/22/2024,62,117,51,57,60,78,Need Maintenance
4/22/2024,47,127,42,49,73,95,Good
4/22/2024,57,120,52,58,64,78,Need Maintenance
4/22/2024,58,114,53,58,60,71,Need Maintenance
4/22/2024,47,129,43,49,79,95,Good
4/22/2024,62,115,46,58,59,64,Bad
4/22/2024,49,124,47,53,73,90,Good
4/22/2024,51,119,45,50,74,75,Good
4/22/2024,51,129,41,47,75,95,Good
4/22/2024,70,108,51,58,55,56,Bad
4/22/2024,55,122,48,58,67,76,Need Maintenance
4/22/2024,66,108,53,58,58,58,Bad
4/22/2024,67,113,51,57,57,72,Bad
4/22/2024,66,119,48,58,63,73,Bad
4/22/2024,61,116,52,58,62,72,Bad
4/22/2024,66,117,51,58,57,69,Bad
4/22/2024,47,126,41,49,76,94,Good
4/22/2024,59,117,52,57,63,69,Need_Maintenance
4/22/2024,65,114,53,53,63,65,Need Maintenance
4/22/2024,70,113,53,58,65,55,Bad
4/22/2024,59,121,49,56,62,83,Need Maintenance
4/22/2024,63,122,44,56,64,82,Good
4/22/2024,60,120,47,57,61,79,Need Maintenance
4/22/2024,67,108,53,58,57,57,Bad
4/22/2024,63,127,42,49,77,91,Good
4/22/2024,49,121,43,50,76,85,Good
4/22/2024,50,121,42,51,78,95,Good
4/22/2024,62,120,51,55,63,68,Bad
4/22/2024,47,119,43,49,74,95,Good
4/22/2024,63,124,51,56,61,84,Good
4/22/2024,62,117,51,58,76,65,Good
4/22/2024,67,108,53,57,57,64,Bad
4/22/2024,64,115,50,52,72,66,Bad
4/22/2024,60,119,42,57,72,78,Good
4/22/2024,62,117,51,58,64,71,Need_Maintenance
4/22/2024,47,126,43,50,73,90,Good
4/22/2024,63,118,41,52,78,81,Good
4/22/2024,60,119,45,50,63,67,Need_Maintenance
4/22/2024,48,120,41,52,79,94,Good
4/22/2024,52,126,45,51,78,91,Good
4/22/2024,58,120,49,52,64,87,Need Maintenance
4/22/2024,49,128,41,49,73,93,Good
4/22/2024,58,123,45,51,60,81,Need Maintenance
4/22/2024,48,124,42,51,79,89,Good
4/22/2024,47,116,44,50,75,92,Good
4/22/2024,49,126,41,49,75,93,Good
4/22/2024,58,114,52,58,59,85,Need Maintenance
4/22/2024,64,117,44,50,59,72,Good
4/22/2024,61,112,45,56,64,73,Need Maintenance
4/22/2024,70,111,51,58,57,61,Bad
4/22/2024,58,111,45,50,76,95,Need Maintenance
4/22/2024,62,114,42,58,60,76,Good
4/22/2024,47,115,42,51,75,88,Good
4/22/2024,58,121,45,51,78,95,Good
4/22/2024,59,118,48,58,69,76,Need Maintenance
4/22/2024,49,113,47,50,71,76,Need Maintenance
4/22/2024,58,124,52,58,62,92,Good
4/22/2024,47,126,42,48,79,95,Good
4/22/2024,59,116,44,49,75,67,Need Maintenance
4/22/2024,49,127,45,50,76,94,Good
4/22/2024,62,120,46,50,71,91,Need Maintenance
4/22/2024,49,125,45,48,72,83,Good
4/22/2024,65,121,50,51,62,89,Good
4/22/2024,47,129,44,51,72,92,Need Maintenance
4/22/2024,50,126,41,52,75,91,Good
4/22/2024,57,121,51,58,64,77,Need Maintenance
4/22/2024,49,124,48,49,79,86,Need_Maintenance
4/22/2024,47,129,41,50,79,95,Good
4/22/2024,70,108,53,58,55,55,Bad
4/22/2024,49,126,43,51,75,95,Good
4/22/2024,62,114,53,57,61,83,Need_Maintenance
4/22/2024,62,122,50,57,66,83,Good
4/22/2024,47,127,41,50,76,95,Good
4/22/2024,50,125,45,52,76,83,Good
4/22/2024,62,111,53,58,60,80,Bad
4/22/2024,51,128,44,52,77,94,Good
4/22/2024,61,123,53,50,61,79,Good
4/22/2024,60,119,50,58,65,75,Need Maintenance
4/22/2024,62,123,43,57,66,80,Good
4/22/2024,47,128,47,51,69,92,Need Maintenance
4/22/2024,47,126,43,47,77,78,Good
4/22/2024,70,111,50,58,60,59,Bad
4/22/2024,60,123,43,56,64,79,Need_Maintenance
4/22/2024,61,117,52,58,67,66,Bad
4/22/2024,60,122,49,58,67,65,Bad
4/22/2024,68,114,52,58,56,69,Bad
4/22/2024,67,118,50,58,58,75,Bad
4/22/2024,48,112,42,50,72,95,Good
4/22/2024,59,121,41,51,68,77,Good
4/22/2024,57,123,47,57,60,77,Need Maintenance
4/22/2024,50,126,50,53,79,81,Good
4/22/2024,59,117,43,58,66,78,Bad
4/22/2024,61,122,43,55,59,78,Good
4/22/2024,47,128,41,48,76,95,Good
4/22/2024,49,124,42,51,73,91,Good
4/22/2024,56,122,42,50,63,88,Need Maintenance
4/22/2024,62,121,52,58,61,87,Need Maintenance
4/22/2024,52,126,40,50,79,94,Good
4/22/2024,49,115,45,51,74,79,Bad
4/22/2024,63,118,53,58,64,75,Bad
4/22/2024,48,115,44,51,77,86,Good
4/22/2024,50,115,41,54,75,93,Bad
4/22/2024,49,126,41,48,76,91,Good
4/22/2024,59,121,43,57,63,78,Good
4/22/2024,48,120,41,50,74,92,Good
4/22/2024,48,127,46,48,74,95,Need Maintenance
4/22/2024,47,124,45,53,75,90,Good
4/22/2024,49,119,47,52,77,93,Need_Maintenance
4/22/2024,68,108,50,58,61,55,Bad
4/22/2024,59,126,41,46,74,90,Good
4/22/2024,48,129,40,49,78,95,Good
4/22/2024,58,120,40,55,73,80,Need_Maintenance
4/22/2024,47,125,42,49,76,92,Good
4/22/2024,51,127,42,50,78,81,Good
4/22/2024,47,127,42,49,78,91,Good
4/22/2024,50,128,43,49,79,95,Good
4/22/2024,64,118,50,57,62,69,Bad
4/22/2024,47,128,41,47,74,95,Good
4/22/2024,49,127,41,49,76,88,Good
4/22/2024,61,116,49,56,62,84,Need Maintenance
4/22/2024,47,128,41,49,75,93,Good
4/22/2024,48,122,46,50,75,77,Good
4/22/2024,60,122,49,58,59,82,Need Maintenance
4/22/2024,66,114,52,58,60,69,Bad
4/22/2024,50,118,42,51,77,92,Good
4/22/2024,59,122,47,56,59,72,Need Maintenance
4/22/2024,60,108,53,57,63,59,Bad
4/22/2024,62,123,51,53,61,73,Need Maintenance
4/22/2024,57,113,42,53,63,74,Need Maintenance
4/22/2024,62,116,46,50,70,75,Bad
4/22/2024,59,123,40,57,62,81,Good
4/22/2024,62,115,51,58,61,78,Need Maintenance
4/22/2024,56,121,45,58,59,88,Bad
4/22/2024,48,128,40,49,72,95,Good
4/22/2024,69,110,51,58,59,55,Bad
4/22/2024,51,129,42,50,79,94,Need Maintenance
4/22/2024,63,112,53,58,72,68,Bad
4/22/2024,49,127,43,48,74,91,Good
4/22/2024,48,114,44,52,78,87,Good
4/22/2024,48,118,42,49,75,94,Good
4/22/2024,61,124,52,58,65,80,Good
4/22/2024,49,128,42,50,78,93,Good
4/22/2024,47,127,44,47,76,89,Good
4/22/2024,58,123,43,58,61,68,Good
4/22/2024,47,126,42,49,77,95,Good
4/22/2024,47,127,43,50,77,92,Good
4/22/2024,65,110,53,58,58,75,Bad
4/22/2024,47,119,42,48,76,82,Bad
4/22/2024,47,129,43,51,76,95,Good
4/22/2024,66,120,50,58,59,64,Bad
4/22/2024,59,119,51,58,67,95,Bad
4/22/2024,48,118,40,51,78,87,Good
4/22/2024,63,115,52,58,58,64,Bad
4/22/2024,70,108,49,57,55,55,Bad
4/22/2024,59,123,50,50,60,69,Bad
